Pe Nome Razaosocial,Pe Cpf Cnpj,Tb Pessoa Doc Certidao → Pdc Texto Pendencia,Tb Documento Certidao - Dc → Dc Titulo,Tb Solicitacao - So → So Situacao,Tb Marca Representacao - Mr → Mr Nome
LEVE ESTACIONAMENTO LTDA,34331150000108,"Seguro de Responsabilidade Civil: 

Documento em anexo não corresponde ao CNPJ registrado no cadastro. 
Documento está em nome da PROPARK ESTACIONAMENTOS LTDA JURÍDICA 010.755.459/0001-59. 

Verificar e anexar documento em nome da: Leve Estacionamento CNPJ: 34.331.150/0001-08.",Seguro de Responsabilidade Civil,APROVADO,
LEVE ESTACIONAMENTO LTDA,34331150000108,"Seguro garantia:

Documento em anexo está ilegível para leitura e análise.",Seguro garantia,APROVADO,
LEVE ESTACIONAMENTO LTDA,34331150000108,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026, Salário Base: Atualizar o piso salarial de R$ 1.412,62 para R$ 1.553,88.  Diferenças Retroativas: Pagar as diferenças salariais relativas aos meses anteriores não reajustados.  Recalcular e ajustar os valores proporcionais de DSR, férias, 13º salário, FGTS, INSS e demais adicionais que utilizam o salário base como referência.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"GFD - GUIA DO FGTS DIGITAL MENSAL - 05/26 - Maio 2026, O valor do salário-base cadastrado no FGTS está usando o mínimo antigo (R$ 1.412,00) em vez do novo piso da Convenção Coletiva (R$ 1.553,88). Com isso, o FGTS depositado foi menor do que o correto.  Atualizar o salário dos funcionários no sistema para R$ 1.553,88.  Corrigir a folha no eSocial e gerar a guia complementar do FGTS para pagar a diferença que faltou.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,05/26 - Maio 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 05/26 - Maio 2026, Os salários pagos em junho/2026 estão abaixo do mínimo garantido pela Convenção Coletiva (R$ 1.553,88). Para regularizar, a empresa precisa:  Aumentar o salário-base de quem ganha menos que o piso;  Reajustar o valor conforme o cargo de cada um;  Detalhar nos holerites o que são descontos e o que é salário bruto;Pagar a diferença retroativa dos valores devidos via transferência complementar aos funcionários.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,05/26 - Maio 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"KIT RESCISÃO - 04/26 - Abril 2026,  A pasta de documentos está vazia",KIT RESCISÃO,APROVADO,04/26 - Abril 2026
LEVE ESTACIONAMENTO LTDA,34331150000108,"CIPA - composição / reuniões / atas/ treinamento, Caso não se enquadre, deve apresentar o documento formal de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
LEVE ESTACIONAMENTO LTDA,34331150000108,"Seguro de Responsabilidade Civil, Deve ser enviado o documento solicitado.",Seguro de Responsabilidade Civil,APROVADO,
LEVE ESTACIONAMENTO LTDA,34331150000108,"Seguro garantia, Deve ser enviado  o seguro vigente à época do contrato.",Seguro garantia,APROVADO,
"VANDERLANDE INDUSTRIES DO BRASIL COMERCIALIZACAO, IMPORTACAO E INSTALACAO DE SISTEMAS DE BAGAGEM LTD",15006247000940,"CERTIDÃO NEGATIVA RECEITA ESTADUAL:

Verificar e regularizar documento.",CERTIDÃO NEGATIVA RECEITA ESTADUAL,APROVADO,
"VANDERLANDE INDUSTRIES DO BRASIL COMERCIALIZACAO, IMPORTACAO E INSTALACAO DE SISTEMAS DE BAGAGEM LTD",15006247000940,"Comprovante de Inscrição Sintegra:

Verificar irregularidade, e atualizar documento.",Comprovante de Inscrição Sintegra,APROVADO,
"VANDERLANDE INDUSTRIES DO BRASIL COMERCIALIZACAO, IMPORTACAO E INSTALACAO DE SISTEMAS DE BAGAGEM LTD",15006247000940,"CND Federal:

Verificar irregularidade e atualizar o documento.",CND Federal,APROVADO,
"VANDERLANDE INDUSTRIES DO BRASIL COMERCIALIZACAO, IMPORTACAO E INSTALACAO DE SISTEMAS DE BAGAGEM LTD",15006247000940,"PCMSO:

Ausência de assinatura digital, documento em formatação que não permite visualização completa. Reenviar para nova análise.",PCMSO - GERAL,APROVADO,
FOKUS CONSULTORIA LTDA,52176523000197,"CONVENÇÃO COLETIVA DA CATEGORIA:
Embora o instrumento apresente as cláusulas e assinaturas das partes, o documento não possui o protocolo de registro ou número de transmissão no Sistema Mediador do MTE. O depósito do instrumento no órgão laboral é exigência expressa do art. 614 da CLT e da Portaria MTE nº 671/2021, elemento indispensável para conferir vigência formal, publicidade perante terceiros e validade para fins de fiscalização e auditoria.",CONVENÇÃO COLETIVA DA CATEGORIA GERAL,APROVADO,
"VANDERLANDE INDUSTRIES DO BRASIL COMERCIALIZACAO, IMPORTACAO E INSTALACAO DE SISTEMAS DE BAGAGEM LTD",15006247000940,"PGR - GERAL:

Assinaturas Inválidas: Identificadas imagens de assinaturas coladas sem validação digital e sem rastreabilidade (ICP-Brasil/gov.br), violando a MP 2.200-2/2001.

Ausência do Representante Legal: Falta validação do responsável pela empresa, descumprindo a NR-01 (item 1.5.7.2).",PGR - GERAL,APROVADO,
LINHA AMBIENTAL CONSULTORIA EM NEGOCIOS E MEIO AMBIENTE LTDA.,11394929000169,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO, após o ajuste da CCT será realizada a análise.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,EM_ELABORACAO,
FOKUS CONSULTORIA LTDA,52176523000197,"PCMSO:
O PCMSO não pode ser aprovado por apresentar divergências diretas com a estrutura de riscos do PGR. Com o inventário de riscos do PGR omisso em EPIs e com dados incompletos em unidades como Vitória/ES, a matriz de exames complementares e a conduta médica do PCMSO ficam comprometidas, violando a NR-07. O documento deve ser ajustado para refletir com exatidão a gradação de riscos e o inventário completo do PGR revisado.",PCMSO - GERAL,APROVADO,
FOKUS CONSULTORIA LTDA,52176523000197,"PGR:
O PGR apresenta inconsistências que impedem sua aprovação técnica. Na pág. 26 e nos inventários das unidades (ex: Natal/RN, exposta a Risco Alto de Ruído), o quadro de EPIs e C.A.s está omisso/vazio. O inventário da unidade Vitória/ES encontra-se incompleto na pág. 48.  O Plano de Ação não apresenta cronograma claro e responsáveis pelas medidas de controle. O documento deve ser corrigido e reemitido conforme a NR-01.
Atenção para assinaturas técnicas e representantes da empresa.",PGR - GERAL,APROVADO,
FOKUS CONSULTORIA LTDA,52176523000197,"DCTFWEB - 06/26 - Junho 2026: Devido a divergência de reprovação da FOPAG, a DCTFWEB precisará de novo calculo complementar com alinhamento e correções dos salários atuais disponíveis na CCT. 

Enviar a DCTFWeb retificadora relativa à competência 06/2026.",DCTFWEB,APROVADO,06/26 - Junho 2026
FOKUS CONSULTORIA LTDA,52176523000197,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026:
Principais Inconformidades:
Piso Salarial: O Agente de Portaria recebeu R$ 1.621,00, valor abaixo do mínimo legal de R$ 1.739,05 (Cl. 03).  
Jornada de Trabalho: Foi aplicado o divisor de 44h semanais, quando a CCT limita em 42h (Cl. 17).  
Adicionais Incorretos: O Adicional Noturno foi pago a 20% em vez de 50% com DSR (Cl. 13), e as Horas Extras a 50% em vez do mínimo de 100% (Cl. 11).",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
FOKUS CONSULTORIA LTDA,52176523000197,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS - 06/26 - Junho 2026:

Embora os comprovantes confirmem a execução das transferências bancárias, o lote deve ser retido preventivamente devido à pendência de alinhamento dos valores com as novas diretrizes da Convenção Coletiva de Trabalho (CCT). A liberação fica condicionada à conferência detalhada da FOPAG frente à CCT atualizada para evitar passivos e diferenças salariais.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,06/26 - Junho 2026
FOKUS CONSULTORIA LTDA,52176523000197,"GFD -  06/26 - Junho 2026:
Indeferem-se as guias do FGTS Digital da competência 06/2026 devido ao desalinhamento entre a base salarial informada e os valores estipulados pela Convenção Coletiva de Trabalho (CCT) vigente.
O recolhimento com base incorreta resulta em depósitos a menor, gerando passivos trabalhistas e multas fiscais. A aprovação fica condicionada à prévia retificação dos eventos de remuneração no eSocial e à posterior reemissão das guias com os valores corrigidos.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,06/26 - Junho 2026
FOKUS CONSULTORIA LTDA,52176523000197,"RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO:

Necessários que os recibos sejam assinados pelos colaboradores para serem arquivados, e terem validade fiscal.",RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"CIPA - composição / reuniões / atas/ treinamento, Caso não se enquadre, deve apresentar o documento de designação do empregado responsável, o certificado de treinamento do designado e documento que comprove o número de empregados.",CIPA - composição / reuniões / atas/ treinamento,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"GFD - GUIA DO FGTS DIGITAL MENSAL, deve ser enviado o documento solicitado.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 04/26 - Abril 2026 - Folha de pagamento deve ser dos colaboradores que prestam atividades na Zurich.,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"SESMT - composição de acordo com NR 04, Trazer junto da declaração documento que comprove quantidade total de trabalhadores ativos, podendo ser o E-social, GFIP/SEFIP.",SESMT - composição de acordo com NR 04,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"Avaliação ergonômica, deve ser enviado o documento solicitado.",Avaliação ergonômica,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"DCTFWEB, documento incompleto
Uma DCTFWeb completa precisa ter:
Base correta (eSocial + Reinf)
Débitos apurados corretamente
Créditos lançados
DARF gerado
Transmissão sem pendências",DCTFWEB,APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"PGR, sem plano de ação preenchido, sem ART com as assinaturas do engenheiro e do responsável pela empresa e sem relatório das assinaturas digitais.",PGR - GERAL,APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS, deve ser enviado o documento solicitado.",COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"PCMSO incompleto sem inventário de riscos, sem a tabela de periodicidade, sem relatório analítico e sem o relatório de assinatura digital.",PCMSO - GERAL,APROVADO,04/26 - Abril 2026
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"Laudo de insalubridade, sem relatório de assinatura digital.",Laudo de insalubridade,APROVADO,12/25 - Dezembro 2025
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,Laudo de Periculosidade sem relatório de assinatura digital.,Laudo de Periculosidade,APROVADO,
ADAPTIVA ENGENHARIA E CONSTRUCAO LTDA,29132851000170,"TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL, deve ser enviado o documento solicitado.",TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,APROVADO,
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 01/26 - Janeiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,01/26 - Janeiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 02/26 - Fevereiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,02/26 - Fevereiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 12/25 - Dezembro 2025:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 12/25 - Dezembro 2025:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 04/26 - Abril 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,04/26 - Abril 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"FOPAG - (FOLHA DE PAGAMENTO + RESUMO) - 06/26 - Junho 2026:

A análise de FOPAG, holerites e guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise da FOPAG e demais guias de impostos, será feita após a inclusão do documento.",FOPAG - (FOLHA DE PAGAMENTO + RESUMO),APROVADO,06/26 - Junho 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 12/25 - Dezembro 2025:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,12/25 - Dezembro 2025
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 01/26 - Janeiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,01/26 - Janeiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 02/26 - Fevereiro 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,02/26 - Fevereiro 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 03/26 - Março 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,03/26 - Março 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"GFD - GUIA DO FGTS DIGITAL MENSAL - 04/26 - Abril 2026:

A análise  de guias de impostos/encargos (INSS/FGTS) depende da  conferência de pisos salariais e benefícios exige a validação prévia da Convenção Coletiva de Trabalho (CCT) vigente.
 A análise das demais guias de impostos, será feita após a inclusão do documento.",GFD - GUIA DO FGTS DIGITAL MENSAL,APROVADO,04/26 - Abril 2026
ECOTECH ASSESSORIA AMBIENTAL LTDA,03872184000178,"DCTFWEB - 06/26 - Junho 2026:

A ausência da CCT vigente inviabiliza a validação dos pisos salariais da folha (Art. 611-A da CLT). Consequentemente, impossibilita atestar a exatidão das bases de cálculo informadas nas guias de recolhimento previdenciário (Lei 8.212/91) e fundiário (Lei 8.036/90). É obrigatório o envio da norma coletiva (CCT/ACT) do período para auditoria integral das guias.",DCTFWEB,APROVADO,06/26 - Junho 2026
